"DIRECTORIO","L_01","L_02","Depmuni","ESTRATO","grupo","D_01","D_02","D_08","D2_01","D2_05","D2_06","D2_07","SEXO","EDAD","PARENTESCO"
37043,3,2,5001,3,5,1,1,5,9,7,1,2,1,6,8
37043,3,2,5001,3,5,1,1,5,9,7,1,2,1,6,8
37043,3,2,5001,3,5,1,1,5,9,7,1,2,2,73,1
37366,3,2,5001,4,5,1,1,5,9,6,1,1,1,49,1
37457,3,2,5001,3,5,2,3,4,9,7,1,1,2,38,1
37457,3,2,5001,3,5,2,3,4,9,7,1,1,1,19,3
37570,9,2,5001,2,5,1,1,4,9,5,1,1,2,62,6
37570,9,2,5001,2,5,1,1,4,9,5,1,1,1,30,7
37570,9,2,5001,2,5,1,1,4,9,5,1,1,1,70,6
37570,9,2,5001,2,5,1,1,4,9,5,1,1,2,32,1
37570,9,2,5001,2,5,1,1,4,9,5,1,1,1,9,3
37659,3,2,5001,2,5,2,5,4,9,3,1,2,2,18,5
37659,3,2,5001,2,5,2,5,4,9,3,1,2,2,69,2
37659,3,2,5001,2,5,2,5,4,9,3,1,2,2,41,10
37659,3,2,5001,2,5,2,5,4,9,3,1,2,1,69,1
37659,3,2,5001,2,5,2,5,4,9,3,1,2,2,47,3
37659,3,2,5001,2,5,2,5,4,9,3,1,2,1,43,3
37822,3,2,5001,2,5,1,6,3,9,4,1,2,2,49,1
37822,3,2,5001,2,5,1,6,3,9,4,1,2,1,25,4
37822,3,2,5001,2,5,1,6,3,9,4,1,2,1,2,5
37822,3,2,5001,2,5,1,6,3,9,4,1,2,1,17,3
37822,3,2,5001,2,5,1,6,3,9,4,1,2,2,26,3
37857,3,2,5001,2,5,1,1,3,9,5,1,1,2,45,10
37857,3,2,5001,2,5,1,1,3,9,5,1,1,1,30,1
38265,3,2,5154,1,5,1,1,4,9,4,1,1,1,40,1
38265,3,2,5154,1,5,1,1,4,9,4,1,1,2,67,6
