"D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","DIRECTORIO"
9,2,1,3,303,1,1,54201
9,3,5,3,302,1,2,54204
9,6,0,5,510,1,1,54205
9,6,0,6,602,1,1,54207
9,2,2,3,301,1,2,54208
9,6,0,5,511,1,2,54209
9,6,0,8,803,1,2,54210
9,3,2,6,604,1,2,54211
9,6,3,3,304,1,2,54212
9,3,3,3,304,1,1,54213
9,6,2,7,710,1,1,54214
9,6,0,7,703,1,2,54215
9,2,0,7,705,1,2,54216
9,5,1,5,511,1,2,54217
9,2,3,4,409,1,1,54218
9,6,1,5,511,1,1,54219
9,3,2,7,710,1,2,54220
9,6,0,6,602,1,2,54222
9,5,2,5,511,1,1,54225
9,6,3,4,407,1,2,54226
9,2,5,3,305,1,1,54227
9,3,4,6,602,1,2,54228
9,6,0,5,511,1,2,54230
9,5,0,6,603,1,2,54231
9,2,1,3,303,1,2,54232
9,6,0,5,510,NA,NA,54233
9,6,2,8,802,1,2,54234
9,4,1,8,802,1,2,54235
9,4,2,5,511,1,2,54236
9,6,0,6,601,1,1,54237
9,5,0,6,602,1,2,54240
9,6,0,6,602,1,2,54241
9,6,0,7,704,1,2,54244
9,6,3,4,409,1,2,54245
9,5,3,5,510,1,2,54246
9,6,4,4,409,1,1,54248
9,6,0,3,305,1,1,54249
9,2,0,8,805,2,1,54250
5,6,0,7,701,1,2,54251
9,3,2,5,511,1,2,54252
9,6,1,7,713,1,2,54255
2,6,4,6,604,1,1,54256
5,3,3,6,603,1,2,54257
9,3,2,6,603,1,2,54258
9,3,1,6,601,1,2,54260
9,6,0,4,409,NA,NA,54261
9,5,5,4,406,1,1,54262
9,6,1,5,511,1,2,54264
9,6,0,7,704,1,1,54266
9,6,0,7,701,1,1,54268
9,3,2,5,511,1,2,54270
9,3,2,5,511,1,2,54271
9,6,0,7,709,1,2,54272
9,6,0,6,601,1,2,54273
9,6,2,3,305,1,2,54275
9,2,1,8,801,1,2,54277
9,4,4,4,406,1,2,54279
5,6,0,4,409,1,1,54280
9,3,2,6,600,1,2,54281
9,6,0,7,701,1,2,54282
9,5,4,7,700,1,1,54284
9,6,0,5,511,1,1,54285
9,6,0,4,406,1,2,54286
9,2,2,5,511,1,2,54287
9,4,4,3,303,1,2,54288
9,6,1,7,705,1,2,54289
9,5,3,3,305,1,2,54290
9,1,0,4,409,1,1,54291
9,2,2,5,511,1,2,54292
9,6,0,5,513,1,2,54294
9,6,1,7,705,1,2,54295
9,2,2,7,705,1,1,54297
9,6,1,7,705,1,1,54298
9,5,2,5,511,1,2,54300
9,3,2,7,705,1,1,54301
9,2,3,5,511,1,1,54302
9,2,6,4,407,1,2,54303
1,6,0,3,305,1,1,54304
9,6,0,7,702,1,1,54305
9,6,0,7,705,3,1,54306
9,2,3,4,408,1,1,54308
9,2,2,5,513,1,1,54309
9,2,1,5,511,1,2,54312
9,6,0,4,409,NA,NA,54313
9,6,0,5,511,1,2,54314
9,6,1,5,511,1,2,54316
9,6,0,7,705,1,2,54317
9,6,1,6,603,1,2,54318
9,1,0,7,705,1,1,54319
9,4,2,7,701,1,2,54321
9,5,2,3,305,1,2,54322
9,2,4,4,406,1,2,54323
9,5,3,5,511,1,2,54324
9,3,1,8,804,1,1,54325
9,5,3,3,305,1,2,54326
9,3,2,7,705,1,2,54327
9,3,2,5,511,1,2,54328
9,5,1,5,511,1,2,54329
9,6,0,8,804,1,1,54330
9,6,0,5,511,NA,NA,54331
9,3,1,5,511,1,1,54332
9,2,0,7,705,1,1,54333
9,5,2,4,408,1,1,54336
9,3,0,3,303,1,1,54337
9,5,2,7,710,1,2,54338
9,6,0,7,702,1,1,54339
9,6,0,6,605,1,2,54340
9,6,0,8,801,1,1,54341
9,2,1,5,511,1,2,54342
9,6,0,6,602,1,2,54343
9,6,2,5,513,1,2,54344
9,3,1,4,406,1,2,54345
9,6,0,7,703,1,1,54346
9,6,0,7,705,1,2,54348
9,4,5,3,302,1,2,54350
9,2,2,4,406,1,2,54351
9,6,0,5,511,1,2,54352
9,3,4,4,408,1,2,54353
9,6,1,6,602,1,2,54354
9,2,4,3,305,1,1,54358
9,6,0,8,801,1,2,54359
9,6,2,5,511,1,1,54360
9,5,2,6,602,1,2,54361
5,3,1,8,802,1,2,54362
9,3,1,4,407,1,2,54363
9,3,2,3,305,1,1,54365
9,2,1,5,511,1,1,54367
9,3,1,3,305,1,1,54368
9,6,0,4,408,NA,NA,54369
9,4,2,4,409,1,2,54370
9,6,0,7,703,1,2,54376
9,5,1,5,511,1,1,54377
9,6,2,3,304,1,1,54378
9,6,0,6,602,1,2,54383
9,3,2,5,511,1,2,54392
9,6,0,7,703,1,2,54396
9,6,3,4,406,1,1,54397
9,6,0,5,511,1,1,54398
9,6,0,3,301,1,1,54400
9,1,1,5,511,1,2,54401
9,2,0,5,511,1,2,54402
9,3,3,8,801,1,2,54403
9,3,2,3,305,1,1,54409
9,5,0,6,602,1,1,54410
9,6,1,4,408,1,2,54411
9,6,0,6,603,1,2,54412
9,6,0,5,511,1,1,54413
9,6,0,6,601,1,1,54414
9,1,2,5,511,1,1,54415
9,5,1,5,511,1,2,54416
9,6,2,4,409,1,2,54417
9,4,2,3,305,1,2,54418
9,6,0,5,510,NA,NA,54419
9,3,0,5,511,1,2,54420
9,2,0,8,802,2,2,54421
9,2,1,6,604,1,2,54422
9,6,0,5,511,1,1,54423
9,2,2,5,511,1,1,54424
9,6,1,6,603,1,2,54425
9,3,2,6,601,1,1,54426
9,5,2,5,510,1,2,54427
1,6,0,5,511,1,1,54429
9,6,0,6,602,1,2,54431
9,2,2,6,608,1,1,54434
9,3,3,4,407,1,2,54435
9,3,2,7,705,1,2,54436
9,6,0,7,705,3,1,54437
9,6,0,6,601,2,1,54438
5,6,7,1,100,1,2,54439
9,6,0,4,406,NA,NA,54440
9,6,0,5,513,1,1,54441
9,2,1,4,409,1,1,54442
9,6,0,4,406,NA,NA,54443
9,3,2,6,601,1,2,54444
9,1,2,5,511,1,2,54446
9,2,1,5,511,1,1,54447
9,1,1,7,705,1,1,54449
9,6,0,4,400,1,2,54450
1,2,3,6,602,1,2,54451
9,5,2,6,602,1,1,54452
9,6,0,4,409,1,1,54453
9,6,0,7,703,1,1,54454
9,6,0,7,705,1,1,54455
9,2,1,7,711,1,2,54456
9,6,0,3,305,1,2,54457
9,4,2,3,302,1,2,54459
9,5,1,6,601,1,2,54460
9,6,0,5,511,1,1,54461
9,3,10,3,305,1,2,54462
9,6,0,4,407,1,1,54463
9,6,0,5,511,1,1,54464
9,6,0,4,409,1,2,54465
9,2,3,6,602,1,2,54466
9,3,1,8,801,1,1,54467
9,3,3,6,602,1,2,54468
9,5,2,4,409,1,1,54469
9,1,2,6,603,1,2,54470
9,5,2,7,701,1,1,54473
5,6,0,4,400,NA,NA,54474
9,3,2,7,705,1,2,54475
9,6,1,5,511,1,1,54476
9,2,0,5,511,1,1,54478
9,3,2,7,705,1,2,54479
9,2,1,4,409,1,1,54480
9,2,1,4,409,1,1,54481
9,5,1,5,511,1,2,54483
9,6,0,4,406,NA,NA,54484
9,5,2,7,705,1,2,54485
5,2,5,3,301,1,1,54486
9,6,3,3,305,1,2,54487
9,3,3,5,511,1,2,54488
9,5,2,6,602,1,1,54490
9,1,0,5,511,1,2,54491
9,2,2,3,305,1,2,54494
9,1,0,4,408,1,2,54495
9,5,2,1,100,1,2,54496
9,2,3,5,511,1,1,54497
9,3,2,7,705,1,2,54498
9,3,2,5,511,1,2,54500
9,6,0,6,602,3,2,54501
9,6,1,5,511,1,1,54502
9,6,1,5,511,1,1,54504
9,6,0,7,701,1,2,54505
9,5,2,6,601,1,2,54506
9,2,1,6,605,1,1,54507
9,6,0,7,703,1,1,54508
1,6,1,6,601,1,2,54509
9,2,2,6,602,1,2,54510
9,3,3,5,510,1,2,54511
9,2,2,6,601,1,1,54512
9,6,0,7,706,1,1,54513
9,3,1,6,602,1,1,54514
9,3,2,4,408,1,2,54516
9,6,1,6,602,1,2,54517
9,6,0,6,601,1,1,54518
5,6,0,7,705,1,2,54519
9,3,2,7,705,1,2,54521
5,3,1,3,305,1,2,54523
9,6,0,4,407,1,1,54524
9,6,0,7,705,3,2,54525
9,6,0,7,703,1,1,54526
1,5,3,4,409,1,2,54527
9,2,2,5,513,1,1,54528
9,6,0,6,602,3,1,54529
9,6,0,7,705,1,2,54530
9,6,0,5,511,1,1,54531
9,6,0,4,406,NA,NA,54532
9,6,0,3,305,1,1,54533
9,3,5,6,601,1,2,54534
9,6,0,5,511,1,2,54535
9,2,4,4,408,1,2,54536
9,2,2,6,602,1,1,54537
1,2,1,3,305,1,1,54539
9,6,0,6,602,1,1,54541
9,4,4,5,511,1,2,54542
9,6,0,7,705,1,2,54543
9,6,0,5,513,1,1,54544
9,6,0,4,407,1,1,54545
9,2,3,6,603,1,1,54546
9,6,1,6,603,1,2,54548
9,6,1,6,602,1,1,54549
9,6,1,5,511,1,1,54551
9,1,4,5,513,1,1,54554
9,6,2,5,511,1,2,54555
9,6,0,7,703,1,2,54556
9,6,0,4,406,NA,NA,54557
9,6,0,4,409,NA,NA,54558
9,3,2,5,511,1,1,54559
9,5,2,7,705,1,1,54560
9,6,3,3,305,1,2,54562
9,2,1,5,511,1,2,54564
9,6,0,5,511,1,1,54565
9,6,2,6,600,1,1,54567
9,6,0,4,406,1,2,54569
9,3,3,5,513,1,2,54570
9,6,0,8,801,1,2,54571
1,2,0,4,400,1,2,54572
9,6,0,4,406,1,2,54573
9,6,0,7,703,1,2,54574
9,6,0,3,305,1,1,54575
1,2,4,4,409,1,1,54579
9,6,3,4,409,1,1,54580
9,3,1,3,305,1,1,54581
9,1,0,4,409,1,1,54583
9,3,4,4,409,1,1,54584
9,5,1,6,602,1,2,54585
9,5,6,5,510,1,1,54586
9,3,6,3,302,1,2,54587
9,3,3,6,603,1,2,54588
9,6,0,5,511,1,1,54589
9,6,0,7,704,1,1,54590
9,6,0,6,601,1,2,54592
9,6,0,7,705,1,1,54593
3,5,2,6,603,1,1,54595
9,6,0,5,513,1,1,54596
1,5,2,6,602,1,2,54597
9,6,0,5,511,1,1,54598
1,2,4,3,300,1,2,54599
9,3,1,6,603,1,1,54600
9,6,0,7,705,1,2,54602
9,3,4,3,304,1,1,54603
9,6,0,7,701,1,2,54604
9,2,0,5,511,1,1,54605
9,1,1,7,705,1,2,54607
5,6,0,5,511,1,1,54609
9,2,3,3,305,1,2,54610
9,2,0,8,801,1,1,54611
9,3,3,6,601,1,2,54613
9,6,0,7,705,1,1,54614
9,6,0,4,409,1,1,54615
9,6,0,5,511,1,1,54616
1,5,7,3,302,1,2,54617
9,3,3,6,605,1,2,54618
9,5,2,5,513,1,2,54619
9,6,0,6,601,1,1,54621
5,6,0,6,602,1,1,54622
9,3,3,6,602,1,2,54623
9,6,0,4,406,1,1,54624
9,1,1,6,602,1,1,54625
9,1,1,5,511,1,1,54626
9,4,0,5,511,1,1,54628
9,6,0,3,305,1,1,54629
5,2,3,6,601,1,2,54630
9,3,2,5,511,1,2,54632
1,6,0,5,510,1,2,54633
9,6,0,7,705,1,1,54636
9,3,4,3,305,1,2,54637
9,6,0,7,703,1,2,54639
1,2,2,6,601,1,2,54641
9,2,3,6,603,1,2,54642
9,5,3,7,708,1,1,54643
9,6,2,6,601,1,2,54644
9,2,4,6,602,1,1,54646
9,4,2,4,406,1,1,54648
9,4,1,6,603,1,2,54650
5,6,0,7,702,1,1,54651
9,6,0,5,511,1,1,54652
1,2,3,4,408,1,2,54653
9,6,0,7,703,3,2,54654
9,6,0,6,603,1,2,54656
9,6,0,5,511,1,2,54658
9,6,0,7,703,1,1,54659
9,6,0,7,705,1,2,54660
9,5,2,7,705,1,2,54662
9,3,3,3,304,1,2,54663
9,6,0,7,701,1,2,54664
9,6,1,8,802,1,1,54665
1,6,0,5,511,1,1,54666
9,3,2,6,602,1,2,54667
1,6,0,3,300,1,2,54668
9,6,0,6,602,1,2,54669
5,3,2,8,802,1,2,54670
9,2,1,5,511,1,1,54674
9,6,0,8,803,1,1,54675
9,3,1,7,705,1,1,54676
1,4,3,3,304,1,1,54677
9,1,2,4,409,1,2,54678
1,2,2,5,511,1,2,54679
9,6,0,5,510,NA,NA,54680
9,6,0,7,705,1,1,54681
1,6,0,6,602,1,2,54682
9,6,0,6,601,1,1,54683
9,6,0,6,601,1,1,54684
9,6,0,7,703,1,2,54685
9,6,3,6,603,1,2,54686
9,1,2,5,511,1,2,54687
9,6,2,6,611,1,2,54689
1,2,3,6,601,1,2,54690
9,6,1,5,511,1,1,54691
1,5,1,5,511,1,1,54692
9,1,0,6,603,1,1,54693
9,2,1,6,603,1,2,54695
9,2,1,7,705,1,1,54696
9,6,0,7,705,1,2,54698
9,2,1,5,511,1,2,54699
9,2,1,7,705,1,1,54700
9,6,0,4,406,1,1,54703
9,6,0,7,701,1,1,54704
9,6,0,5,511,1,1,54705
9,5,2,5,511,1,2,54706
9,2,1,5,511,1,1,54708
9,4,2,1,100,1,2,54709
9,1,3,4,400,1,2,54710
9,2,4,3,304,1,2,54711
9,3,12,7,705,1,2,54712
9,6,0,4,409,1,1,54713
9,5,4,6,601,1,2,54717
9,3,2,5,511,1,1,54718
9,5,1,6,601,1,2,54719
9,2,1,4,408,1,1,54720
9,5,2,8,801,1,1,54721
9,3,1,5,511,1,2,54723
9,5,2,7,705,1,2,54724
9,6,0,5,510,NA,NA,54725
9,6,2,5,511,1,2,54726
5,3,2,6,602,1,2,54728
1,2,4,4,408,1,1,54729
9,5,2,5,511,1,1,54731
9,3,1,4,408,1,1,54732
9,3,1,6,603,1,2,54733
9,3,3,8,801,1,2,54735
1,2,4,4,400,1,1,54736
9,3,3,3,305,1,1,54737
9,2,3,6,602,1,1,54738
9,2,2,4,407,1,1,54739
9,4,2,5,511,1,1,54740
1,2,6,3,300,1,2,54741
9,6,0,5,511,1,2,54742
9,3,1,7,705,1,2,54744
9,6,0,6,602,1,1,54746
9,2,2,4,409,1,2,54747
9,5,3,6,602,1,1,54748
9,2,1,6,602,1,1,54749
9,6,0,5,511,1,1,54750
9,6,1,5,511,1,2,54751
9,6,0,5,511,1,2,54753
9,5,2,4,408,1,2,54754
9,6,0,6,602,1,1,54756
9,6,0,5,511,1,1,54757
9,3,1,7,705,1,2,54759
9,2,0,6,602,1,2,54760
9,4,5,3,305,1,2,54761
1,2,3,3,305,1,2,54762
9,2,0,7,703,1,1,54764
9,5,1,5,511,1,2,54766
9,2,1,8,802,1,1,54769
9,1,1,6,602,1,1,54770
9,2,2,4,408,1,2,54771
9,6,0,4,406,NA,NA,54773
9,2,4,6,600,1,1,54774
9,2,0,6,602,1,2,54775
9,2,2,3,304,1,1,54777
9,2,2,4,408,1,2,54778
9,2,2,4,408,1,1,54779
9,6,0,5,511,1,1,54780
9,3,4,3,305,1,2,54781
1,2,0,5,511,1,1,54783
9,2,2,8,801,1,1,54784
9,6,0,5,511,1,1,54785
9,6,0,3,303,1,2,54786
9,5,2,7,705,1,2,54787
9,1,2,5,511,1,2,54790
9,6,0,7,704,1,1,54791
9,1,1,5,511,1,2,54793
9,5,2,5,511,1,1,54794
9,2,1,4,408,1,2,54795
9,4,1,3,304,1,1,54796
1,5,2,6,601,1,2,54797
9,2,3,6,602,1,2,54798
9,6,1,5,513,1,1,54800
9,3,8,3,305,1,1,54801
9,5,1,5,511,1,1,54802
9,6,0,7,705,1,2,54803
9,6,0,7,701,1,1,54804
9,6,1,5,511,1,1,54805
1,2,5,4,408,1,1,54806
9,6,0,7,702,1,1,54807
9,6,1,6,603,1,2,54808
9,3,2,5,511,1,2,54809
9,2,0,5,511,1,1,54810
9,6,0,5,513,1,1,54811
1,4,7,3,304,1,2,54812
9,6,0,5,510,1,2,54813
9,5,2,3,305,1,2,54816
9,3,0,6,602,1,2,54817
9,2,1,5,511,1,1,54819
9,5,2,5,511,1,2,54820
9,2,2,5,511,1,2,54821
9,2,3,4,406,1,2,54822
9,6,0,7,704,2,2,54823
1,5,2,6,603,1,1,54824
1,3,1,6,601,1,1,54825
1,3,7,5,511,1,1,54826
1,6,0,7,704,1,1,54828
1,6,0,5,511,1,2,54829
9,5,9,3,302,1,2,54830
1,6,0,6,601,1,2,54831
1,2,2,6,601,1,1,54832
9,6,0,5,511,NA,NA,54833
1,3,5,3,304,1,2,54834
1,6,2,5,511,1,2,54835
1,3,3,6,601,1,2,54836
9,6,0,6,601,1,1,54837
9,3,2,5,511,1,2,54838
9,5,3,5,511,1,2,54839
9,3,3,5,511,1,2,54840
9,2,2,6,602,1,2,54841
9,3,3,5,511,1,1,54842
9,3,1,4,407,1,1,54843
9,5,2,6,604,1,2,54844
9,1,2,3,305,1,2,54847
9,6,0,4,406,1,1,54848
9,6,0,5,511,1,2,54849
5,3,1,5,511,1,1,54853
9,2,1,6,602,1,1,54854
9,3,2,6,603,1,2,54855
9,6,0,5,513,1,2,54856
9,6,0,4,409,NA,NA,54857
9,1,2,5,510,1,2,54858
5,6,0,4,409,NA,NA,54859
9,3,1,6,602,1,2,54860
9,3,2,4,409,1,2,54861
9,3,3,4,409,1,2,54862
9,3,1,6,603,1,2,54863
9,3,2,5,513,1,2,54864
9,3,2,7,705,1,2,54866
9,2,2,3,302,1,2,54867
9,6,0,6,602,2,1,54868
9,6,1,5,513,1,2,54871
9,2,0,7,704,1,2,54873
5,1,1,5,510,1,1,54874
9,6,0,7,705,1,2,54875
9,3,2,5,513,1,2,54876
9,2,0,5,510,1,2,54877
9,1,1,5,511,1,1,54879
9,3,1,5,511,1,2,54886
9,5,0,3,303,1,1,54887
9,3,6,3,305,1,2,54888
9,6,0,8,801,1,1,54889
9,3,4,3,305,1,2,54890
9,6,1,6,602,1,1,54891
9,3,2,4,409,1,1,54892
9,6,2,6,602,1,2,54893
9,6,0,3,305,1,1,54894
9,5,0,5,511,1,2,54895
9,6,1,5,511,1,1,54896
9,6,0,5,511,1,2,54897
1,5,1,6,603,1,2,54898
9,3,2,4,407,1,2,54899
5,2,1,5,511,1,1,54900
9,6,0,7,704,1,2,54901
9,2,0,6,603,1,2,54902
9,6,0,7,705,3,1,54903
9,5,1,6,603,1,2,54904
9,2,1,4,408,1,2,54905
9,3,1,8,811,1,2,54906
9,3,2,5,511,1,1,54907
9,1,0,4,407,NA,NA,54908
9,6,0,5,510,1,2,54909
9,6,0,5,511,1,1,54910
5,5,0,4,409,1,1,54911
9,2,2,3,305,1,1,54912
9,6,0,7,705,1,2,54913
9,1,1,5,511,1,2,54914
9,6,0,5,510,1,1,54915
9,6,0,7,709,1,2,54916
9,6,0,3,305,1,1,54918
9,3,2,6,603,1,2,54919
9,1,2,5,511,1,2,54920
9,2,1,4,408,1,1,54922
9,5,4,3,302,1,1,54923
5,2,0,3,302,1,1,54924
5,6,0,5,513,1,1,54925
9,6,0,7,710,1,1,54926
9,3,1,7,701,1,2,54927
9,6,0,5,510,NA,NA,54929
1,3,2,4,406,1,2,54930
9,6,0,7,706,1,2,54931
9,6,3,3,301,1,2,54932
9,2,2,6,602,1,1,54933
9,6,0,7,705,1,2,54934
9,3,3,4,407,1,2,54935
9,3,2,3,305,1,2,54936
9,6,0,3,303,1,1,54937
9,6,0,5,511,1,1,54938
9,6,0,6,603,1,1,54939
9,6,0,6,601,1,2,54940
9,3,2,5,511,1,2,54942
9,6,0,8,805,1,2,54943
9,2,3,5,511,1,1,54944
9,2,2,4,409,1,2,54945
9,2,3,5,511,1,2,54948
9,6,0,7,705,1,2,54949
9,6,0,4,407,NA,NA,54950
9,4,6,3,305,1,2,54951
9,1,0,5,511,1,1,54952
9,1,0,5,511,1,1,54954
9,6,0,3,305,NA,NA,54955
9,2,2,5,511,1,1,54956
9,2,0,7,705,1,2,54958
9,6,0,7,705,1,2,54959
9,6,0,6,602,1,2,54960
5,3,0,6,601,1,1,54961
9,4,1,3,305,1,2,54962
9,5,1,7,705,1,2,54963
9,1,0,5,511,1,2,54964
9,6,0,8,802,1,1,54966
9,2,1,7,706,1,2,54967
9,3,1,5,511,1,1,54969
9,1,1,7,707,1,2,54970
9,6,1,6,602,1,1,54971
9,6,0,4,408,NA,NA,54972
9,6,0,5,511,1,2,54973
9,5,2,4,407,1,1,54974
9,2,2,5,511,1,2,54975
9,6,1,6,604,1,2,54977
9,2,2,3,303,1,1,54978
9,3,0,7,704,1,1,54979
9,6,0,5,511,1,2,54980
9,3,2,7,705,1,2,54981
9,6,0,4,409,NA,NA,54982
1,2,2,3,302,1,1,54983
9,2,1,5,513,1,2,54985
9,6,0,8,802,1,1,54986
9,2,2,5,511,1,2,54987
9,3,1,8,802,1,2,54988
9,2,3,7,704,1,2,54989
9,5,0,4,408,1,1,54991
9,5,1,8,801,1,2,54992
9,6,1,3,302,1,2,54993
9,4,3,6,602,1,2,54995
9,6,0,5,511,1,1,54996
9,4,1,7,705,1,2,54998
9,3,2,6,602,1,2,54999
9,6,2,5,510,1,2,55001
9,6,0,7,705,1,2,55002
9,6,0,4,400,NA,NA,55003
9,6,2,5,511,1,1,55004
9,6,0,7,705,1,2,55005
9,6,0,3,305,1,1,55006
1,2,5,3,301,1,1,55007
9,5,1,7,710,1,2,55008
5,6,0,5,511,1,1,55009
9,2,1,5,511,1,2,55010
9,6,0,5,511,NA,NA,55011
9,6,6,3,305,1,2,55012
9,3,3,5,511,1,1,55013
9,6,4,4,409,1,2,55014
9,6,0,4,409,1,1,55015
9,2,2,4,409,1,2,55016
9,6,3,5,510,1,2,55018
9,3,2,5,511,1,1,55019
9,5,1,6,601,1,2,55020
1,2,2,4,408,1,1,55021
9,2,2,5,511,1,1,55022
9,6,0,7,705,1,2,55023
5,6,0,4,406,NA,NA,55024
9,6,1,6,602,1,1,55025
5,6,2,5,511,1,2,55026
1,2,3,6,601,1,2,55027
9,1,2,3,305,3,2,55029
9,3,2,5,511,1,2,55030
9,3,2,8,801,1,2,55031
9,2,1,5,511,1,1,55032
9,2,5,2,200,1,1,55033
9,6,2,7,705,1,1,55034
9,6,0,5,511,1,1,55036
9,6,0,5,513,1,1,55037
9,3,2,4,409,1,2,55038
5,5,2,6,603,1,2,55039
1,6,1,3,303,1,2,55040
9,2,3,3,304,1,2,55041
9,6,1,6,602,1,2,55042
1,2,7,5,513,1,2,55043
9,3,2,7,711,1,1,55045
9,2,2,4,406,1,1,55046
9,2,2,5,511,1,1,55048
1,6,2,5,511,1,1,55050
9,6,0,4,407,NA,NA,55051
9,4,1,6,602,1,2,55052
9,3,1,8,802,1,1,55053
9,5,2,5,511,1,1,55054
9,3,2,4,409,1,2,55055
9,2,4,4,408,1,2,55057
9,5,2,5,511,1,2,55058
9,1,1,7,707,1,1,55059
9,6,0,7,702,1,1,55060
9,6,0,4,408,NA,NA,55061
9,5,2,7,705,1,2,55062
9,6,1,5,511,1,2,55064
9,2,2,5,511,1,1,55065
9,6,1,6,601,1,2,55066
9,6,1,5,511,1,1,55067
9,6,0,3,302,1,1,55068
9,3,3,4,409,1,2,55069
9,5,2,5,510,1,2,55070
9,4,2,4,408,1,2,55071
9,6,0,8,808,1,2,55072
9,6,0,7,704,1,2,55073
9,3,7,3,305,1,2,55074
1,2,3,5,511,1,2,55075
9,3,2,8,802,1,2,55078
9,1,0,7,704,1,2,55079
9,6,6,3,305,1,2,55081
1,6,2,3,305,1,1,55083
9,3,3,6,601,1,1,55084
9,6,0,5,511,1,1,55085
9,6,1,7,705,1,2,55086
9,6,0,7,706,1,2,55087
9,5,2,4,407,1,2,55089
9,3,4,3,305,1,2,55090
9,1,2,4,400,1,1,55091
9,6,0,7,705,1,2,55092
9,1,0,4,409,1,1,55093
9,1,0,5,511,1,2,55095
9,2,2,6,602,1,2,55096
9,5,2,7,705,1,2,55098
9,6,0,6,603,1,2,55099
9,3,1,8,802,1,1,55101
9,6,0,8,802,1,1,55102
9,6,2,4,409,1,1,55103
9,2,2,5,511,1,2,55104
9,2,1,6,601,1,2,55105
9,5,2,5,511,1,2,55106
9,3,0,7,705,1,2,55107
9,4,3,5,511,1,2,55110
9,6,0,4,406,NA,NA,55111
9,6,0,8,804,1,2,55112
9,5,4,5,511,1,2,55113
9,6,0,7,704,1,2,55114
9,6,1,5,512,1,2,55115
9,2,0,7,711,1,2,55116
9,5,3,4,408,1,2,55117
9,6,0,4,407,1,1,55118
5,3,2,6,603,1,1,55119
9,6,0,5,511,1,2,55120
9,3,3,3,305,1,1,55121
9,3,4,6,602,4,2,55123
9,2,2,6,602,1,1,55124
9,5,4,3,305,1,2,55125
9,6,0,3,305,1,1,55126
9,6,0,5,510,NA,NA,55127
9,2,2,7,705,1,2,55129
9,3,1,6,604,1,2,55130
9,2,0,3,303,1,1,55131
9,2,1,4,409,1,1,55132
9,2,1,5,511,1,1,55133
9,6,0,5,511,1,1,55135
9,2,1,6,601,1,1,55136
9,5,3,3,305,1,2,55137
9,3,3,5,511,1,1,55138
9,6,2,3,305,1,1,55139
9,5,2,3,305,1,2,55140
9,6,3,5,511,1,2,55141
9,3,3,5,511,1,2,55143
9,6,1,5,511,1,2,55144
9,2,2,6,601,1,2,55145
9,6,0,5,511,1,1,55146
9,3,3,3,302,1,2,55147
9,5,2,7,705,1,1,55148
9,3,2,4,409,1,2,55149
9,3,3,6,603,1,1,55150
9,3,4,4,408,1,1,55151
9,3,3,3,305,1,1,55152
9,6,0,4,407,NA,NA,55153
3,3,2,7,705,1,2,55154
9,2,1,6,604,1,2,55155
9,5,3,6,604,1,2,55156
9,6,1,6,601,1,2,55157
1,3,5,5,511,1,2,55158
9,6,2,7,705,1,2,55159
9,6,0,8,804,1,1,55160
9,2,1,5,513,1,1,55161
9,6,0,8,809,1,1,55163
9,3,0,4,409,NA,NA,55164
9,3,2,6,602,1,2,55165
9,1,1,8,801,1,1,55166
9,6,0,7,703,1,1,55167
9,3,3,3,305,1,2,55168
9,6,1,7,703,1,2,55169
9,4,2,6,603,1,2,55170
9,2,3,5,511,1,1,55172
9,2,1,7,700,1,2,55173
9,5,2,3,305,1,1,55174
9,2,2,8,802,1,2,55175
9,6,0,4,408,1,2,55176
9,2,5,3,303,1,1,55177
9,3,2,7,703,1,1,55179
9,5,0,6,601,1,2,55180
9,3,3,6,602,1,1,55183
9,6,0,5,513,1,1,55184
9,6,0,7,705,1,2,55185
9,3,1,8,802,1,1,55186
9,6,0,5,511,1,1,55187
9,4,2,7,705,1,2,55188
9,3,2,6,602,1,1,55189
9,2,2,6,602,1,1,55190
9,1,1,5,513,1,1,55191
9,6,2,8,801,1,2,55192
9,6,1,5,511,1,2,55193
9,2,0,5,511,1,1,55194
9,5,1,7,702,1,2,55195
9,5,2,5,511,1,2,55196
9,5,1,5,511,1,2,55197
9,1,1,6,601,1,2,55198
9,6,2,5,510,1,2,55199
9,6,0,5,513,1,2,55202
9,3,1,7,702,1,2,55203
9,5,2,3,305,1,1,55207
9,5,2,8,803,1,2,55208
9,2,2,3,305,1,2,55210
9,6,2,7,705,1,2,55211
9,6,0,4,409,NA,NA,55213
9,6,3,6,602,1,1,55214
9,6,0,7,705,1,1,55215
9,2,2,5,511,1,1,55216
9,2,2,7,705,1,1,55217
9,3,1,8,802,1,1,55218
9,3,2,6,602,1,2,55219
9,6,0,7,709,1,2,55220
9,2,2,5,511,1,2,55221
9,5,1,5,511,1,2,55222
9,3,3,5,511,1,1,55224
9,6,0,7,702,1,1,55225
9,6,0,5,511,1,2,55226
9,6,0,4,408,NA,NA,55227
9,3,0,8,801,1,2,55228
9,2,1,5,511,1,2,55229
9,6,1,6,603,1,2,55231
9,2,4,1,100,1,2,55236
9,2,2,4,407,1,1,55237
9,3,4,6,602,1,2,55239
9,6,0,7,702,1,1,55241
9,6,1,5,511,1,2,55242
9,6,1,7,705,1,1,55243
9,6,0,7,704,1,2,55244
