"D2_01","D2_03","D2_04","D2_05","D2_05_A","D2_06","D2_07","DIRECTORIO"
9,6,0,4,408,NA,NA,947
9,6,0,3,305,NA,NA,948
9,6,1,7,705,1,2,949
9,6,1,6,601,1,2,950
9,6,1,7,705,1,2,951
9,6,0,4,409,1,1,952
5,5,3,3,305,1,2,953
5,2,1,6,601,1,1,954
9,2,0,5,511,1,1,955
2,5,4,3,305,1,1,956
9,6,1,5,511,1,1,957
9,6,0,5,511,1,1,959
9,5,2,5,511,1,2,960
9,3,3,5,510,1,2,961
9,2,3,4,406,1,2,963
9,5,3,5,511,1,2,964
9,5,2,5,511,1,2,965
9,5,2,6,602,1,1,966
9,6,0,7,705,1,1,967
9,1,0,6,602,1,1,969
9,5,2,4,408,1,2,970
9,5,3,3,300,1,2,971
9,6,0,7,704,1,1,972
9,6,2,5,511,1,2,973
9,3,2,8,802,1,2,974
9,3,4,3,305,1,2,975
9,3,2,6,602,1,2,977
5,3,2,5,511,1,1,978
9,6,0,6,600,1,1,980
9,5,3,3,305,1,1,981
9,6,1,4,408,NA,NA,982
9,3,3,6,602,1,2,983
9,6,0,5,511,NA,NA,984
9,2,2,3,305,1,2,985
9,3,2,7,705,1,2,986
9,2,2,4,406,NA,NA,987
9,5,1,6,603,1,1,988
9,5,3,7,710,1,2,989
9,5,2,4,407,1,1,990
9,3,1,6,600,1,2,991
5,5,2,7,705,1,2,992
5,1,6,4,407,1,2,993
9,5,1,4,407,1,1,994
1,6,0,7,705,1,2,995
9,6,0,4,407,1,1,996
9,6,0,3,305,NA,NA,997
5,6,0,6,601,1,1,998
9,6,0,6,601,1,2,999
9,2,2,5,511,1,2,1000
9,5,1,7,706,1,2,1001
9,3,2,5,511,1,1,1002
9,2,0,7,705,1,2,1003
9,3,0,5,511,1,2,1004
9,3,9,5,511,1,1,1006
5,3,3,6,602,1,2,1007
9,3,2,6,601,1,2,1008
5,5,1,5,510,1,2,1009
9,2,5,3,303,1,2,1010
9,5,2,5,511,1,2,1011
5,6,0,4,407,NA,NA,1012
5,5,1,6,602,1,2,1013
9,3,2,6,601,1,2,1014
5,6,0,5,511,1,1,1015
9,6,0,4,408,NA,NA,1016
9,2,3,3,305,1,2,1017
1,6,0,4,400,NA,NA,1018
9,3,3,3,305,1,2,1019
1,5,5,3,305,1,2,1020
9,1,2,3,305,1,2,1021
9,3,1,5,511,1,2,1022
9,2,4,5,511,1,2,1023
9,6,0,4,407,NA,NA,1024
9,3,3,5,512,1,1,1025
9,4,3,3,305,1,2,1026
5,2,0,6,602,1,2,1028
9,6,0,7,705,1,2,1029
9,6,0,7,705,2,1,1030
9,5,4,3,300,1,2,1031
9,2,5,4,406,1,2,1032
9,2,1,5,512,1,2,1033
5,6,0,5,510,1,1,1034
5,1,0,6,601,1,1,1035
9,2,1,5,511,1,2,1036
5,5,4,4,408,1,1,1037
9,6,0,5,511,1,1,1038
5,2,0,5,510,1,1,1039
1,6,0,7,705,1,2,1040
9,5,1,6,606,1,2,1041
9,3,3,6,602,1,2,1042
9,6,0,6,602,1,2,1043
9,5,3,4,400,1,2,1044
9,3,1,5,511,1,2,1045
9,6,0,5,510,NA,NA,1046
9,5,2,3,305,1,2,1047
9,2,1,5,510,1,2,1049
9,3,2,5,511,1,1,1050
9,6,0,7,703,1,2,1051
9,2,5,3,301,1,2,1052
1,2,4,4,408,1,2,1053
1,3,2,5,511,1,1,1054
9,1,1,6,603,1,2,1055
9,5,3,5,510,1,2,1056
5,3,2,1,100,1,1,1057
9,6,0,5,513,NA,NA,1058
9,5,2,6,603,1,2,1059
1,6,1,6,602,1,2,1060
9,2,1,5,511,1,1,1061
9,2,2,6,602,1,1,1062
9,3,2,7,705,1,2,1063
9,5,2,7,705,1,2,1064
9,6,0,5,511,1,1,1066
1,2,2,5,511,1,2,1067
1,2,7,1,100,1,2,1069
5,2,2,5,511,1,2,1070
9,3,2,7,700,1,2,1071
5,2,1,5,510,1,1,1072
9,4,3,3,303,1,2,1073
9,1,2,6,603,1,1,1074
5,5,2,7,705,1,2,1075
9,6,0,5,513,1,1,1076
5,5,5,3,304,1,1,1077
9,2,5,7,702,1,1,1078
9,6,0,7,705,1,2,1079
5,6,1,5,512,1,1,1080
9,5,3,3,303,1,2,1081
9,2,3,5,511,1,2,1082
9,3,2,6,602,1,2,1083
9,1,0,5,511,1,2,1084
9,2,2,5,510,1,2,1085
9,6,0,7,706,1,1,1086
9,2,5,7,705,1,1,1087
9,4,3,4,409,1,2,1088
9,1,0,5,511,1,2,1089
9,6,0,7,703,1,1,1090
9,6,0,5,511,1,1,1091
5,2,4,3,305,1,2,1092
9,2,2,6,603,1,2,1094
9,2,2,7,705,1,1,1095
1,2,2,7,704,1,1,1096
9,2,2,5,511,1,1,1097
9,2,2,3,305,1,2,1098
9,2,2,5,510,1,1,1099
9,3,3,6,602,1,2,1100
9,3,2,6,602,1,2,1101
9,5,2,1,100,1,2,1102
9,6,0,3,305,1,1,1103
9,3,1,6,603,1,1,1105
9,6,0,7,705,1,2,1106
5,2,0,6,603,1,1,1107
9,1,0,6,602,1,2,1108
9,2,1,6,603,1,2,1110
9,2,0,3,305,1,2,1111
9,4,4,3,305,1,2,1114
9,2,1,6,603,1,1,1115
9,5,1,7,705,1,2,1116
1,3,3,5,511,1,2,1117
9,6,2,7,703,1,1,1118
9,6,0,6,603,1,1,1119
9,6,3,5,511,1,2,1120
9,3,2,8,801,1,2,1121
9,2,0,7,700,1,2,1122
9,2,2,5,511,1,1,1123
9,2,3,5,511,1,1,1124
9,3,3,5,511,1,2,1125
5,1,1,6,603,1,1,1126
9,3,3,6,603,1,2,1127
9,2,0,6,603,1,2,1128
9,3,3,3,305,1,2,1129
9,2,7,3,303,1,1,1130
9,2,1,5,511,1,2,1131
1,1,0,3,305,1,2,1133
9,2,2,7,705,1,2,1134
9,5,2,5,511,1,2,1135
1,2,4,5,510,1,1,1136
9,2,2,6,600,1,2,1137
9,2,3,3,305,1,1,1138
9,5,3,7,705,1,2,1139
9,1,3,6,602,1,1,1140
9,2,3,5,511,1,1,1141
9,6,0,5,511,1,1,1142
9,6,0,4,409,NA,NA,1143
9,4,3,4,400,1,2,1144
9,6,0,6,603,1,2,1145
9,3,1,5,511,1,1,1146
9,6,4,4,409,1,2,1147
1,3,2,4,407,1,2,1148
9,1,1,6,603,1,2,1149
9,6,0,4,408,NA,NA,1150
9,3,1,7,705,1,1,1151
9,3,1,5,512,1,1,1152
9,5,2,7,705,1,1,1153
9,6,0,5,510,NA,NA,1154
9,5,2,5,511,1,2,1155
9,5,1,5,511,1,2,1156
9,2,1,6,603,1,2,1157
9,6,1,6,602,1,2,1158
9,2,1,6,602,1,1,1159
9,3,0,8,802,1,1,1160
9,6,0,6,600,1,2,1161
9,3,0,6,601,1,2,1162
9,6,0,5,511,1,1,1163
9,6,3,5,511,1,2,1164
9,6,0,3,305,NA,NA,1165
9,4,4,3,302,1,2,1167
9,3,4,5,511,1,2,1168
9,4,1,7,705,1,2,1169
9,2,1,6,600,1,2,1170
9,2,3,5,511,1,1,1171
9,6,0,6,603,1,1,1175
9,2,2,5,511,1,1,1177
9,3,1,7,705,1,2,1178
9,6,0,7,705,1,1,1179
9,3,3,6,602,1,2,1180
5,3,3,3,304,1,1,1181
9,6,0,4,408,NA,NA,1182
1,3,4,6,602,1,1,1183
9,2,3,7,700,1,2,1184
9,6,1,6,602,1,2,1185
9,3,1,6,603,1,2,1186
9,3,2,6,603,1,2,1187
9,6,0,6,601,1,1,1188
9,6,0,7,705,1,1,1189
9,3,2,5,511,1,2,1190
9,1,2,6,601,1,2,1191
9,2,2,6,603,1,1,1192
9,2,0,7,705,1,2,1193
9,3,3,6,603,1,1,1194
5,5,1,7,705,1,1,1195
9,5,1,6,603,1,2,1196
5,1,1,7,704,1,2,1197
9,5,2,8,811,1,1,1198
9,3,2,5,511,1,2,1199
9,3,2,6,604,1,1,1200
9,5,3,3,305,1,2,1201
9,6,1,7,705,1,1,1202
5,5,2,5,512,1,1,1203
9,6,2,5,511,1,2,1204
9,6,0,7,705,1,1,1205
9,3,0,7,704,1,2,1206
9,5,4,3,305,1,2,1207
5,6,0,5,510,NA,NA,1208
1,3,3,3,305,1,1,1209
9,3,2,6,603,1,1,1210
9,6,0,6,604,3,2,1211
5,6,0,7,705,1,2,1212
9,6,2,4,406,1,2,1213
9,2,2,6,601,1,1,1214
9,6,0,5,510,NA,NA,1215
9,2,2,5,511,1,2,1216
9,5,1,3,305,1,2,1217
5,6,1,5,511,1,2,1218
9,6,0,5,511,NA,NA,1219
9,2,1,6,602,1,2,1220
9,6,1,6,604,1,2,1221
9,4,3,3,305,1,1,1222
9,2,0,6,602,1,2,1223
9,3,2,3,305,1,1,1224
9,3,3,7,705,1,2,1225
9,6,0,4,407,NA,NA,1226
9,5,4,7,702,1,1,1227
9,6,1,6,603,1,2,1228
9,3,1,6,604,1,1,1229
9,6,0,3,305,NA,NA,1230
9,6,0,6,603,1,2,1231
9,6,0,6,601,1,1,1232
9,6,0,4,408,NA,NA,1233
9,6,0,3,303,1,2,1234
9,3,2,6,603,3,2,1235
9,6,0,4,409,1,1,1236
9,1,1,5,511,1,1,1237
9,2,1,6,603,1,2,1238
9,2,1,7,705,1,2,1239
9,6,0,6,603,1,1,1240
9,6,0,6,603,1,2,1241
9,1,1,6,603,1,2,1242
5,1,0,6,603,1,2,1244
5,6,0,3,305,NA,NA,1245
5,5,3,4,407,1,2,1246
5,6,0,4,408,NA,NA,1247
5,3,2,7,710,1,2,1248
9,6,0,4,408,1,1,1249
9,3,3,7,705,1,2,1250
9,3,2,6,603,1,2,1251
9,5,1,7,701,1,2,1252
9,1,1,7,705,1,2,1253
9,6,0,6,603,1,1,1254
9,5,2,4,409,1,2,1255
5,3,3,5,511,1,2,1256
5,5,1,4,409,1,2,1257
9,3,2,4,409,1,1,1258
9,6,0,5,511,1,1,1259
9,5,1,6,601,1,1,1260
5,5,1,7,705,1,2,1261
9,6,2,3,305,1,1,1262
9,1,3,6,602,1,1,1263
9,6,0,8,804,1,1,1264
9,1,0,5,511,1,1,1265
9,2,1,6,608,1,2,1266
9,5,7,3,305,1,2,1267
9,6,1,5,511,1,1,1268
5,6,0,5,511,1,1,1269
9,5,3,6,601,1,2,1270
5,2,1,6,607,1,2,1272
9,3,1,5,511,1,2,1273
9,3,2,3,305,1,2,1274
9,2,1,5,513,1,2,1275
5,5,3,4,406,1,2,1276
9,3,1,6,605,1,1,1277
1,6,0,5,512,NA,NA,1278
9,6,0,4,409,1,1,1279
9,6,0,7,702,1,1,1280
5,1,2,5,511,1,1,1281
9,6,0,5,511,1,1,1282
5,5,2,6,601,1,2,1283
9,5,1,5,511,1,2,1284
9,5,2,5,511,1,2,1285
5,2,2,7,705,1,1,1286
5,6,0,4,400,NA,NA,1287
9,6,0,5,511,3,1,1288
9,3,3,5,513,1,1,1289
5,6,0,4,409,NA,NA,1290
9,6,0,3,305,NA,NA,1291
9,2,1,3,301,1,1,1292
9,5,3,5,510,1,2,1293
9,6,0,5,511,NA,NA,1294
9,5,2,6,601,1,2,1296
9,3,2,8,806,1,1,1297
9,2,2,6,605,1,1,1298
9,2,3,4,409,1,2,1299
5,6,0,6,602,1,2,1300
9,6,0,5,511,1,1,1301
5,2,2,5,511,1,2,1302
9,1,0,6,603,2,1,1303
9,1,0,4,408,1,1,1304
9,4,3,5,511,1,2,1305
9,5,3,5,511,1,2,1306
9,5,2,4,409,1,2,1307
9,6,2,6,604,1,2,1308
9,6,3,3,305,1,1,1309
9,6,0,5,510,NA,NA,1310
5,1,1,6,606,2,1,1311
5,5,3,6,602,1,2,1312
9,6,1,6,601,1,2,1313
9,3,2,4,409,1,1,1314
9,2,0,7,705,1,1,1315
9,2,1,5,511,1,2,1316
9,6,0,6,602,1,2,1318
9,1,1,5,511,1,1,1319
9,3,2,4,400,1,2,1320
5,6,0,4,408,NA,NA,1321
9,6,0,7,705,1,1,1322
9,3,0,6,603,1,2,1323
9,5,2,4,406,1,1,1324
9,3,1,6,601,1,2,1325
9,2,3,5,511,1,2,1326
9,1,0,4,409,1,1,1327
5,3,7,3,305,1,2,1328
9,3,1,5,511,1,1,1329
9,6,0,5,511,1,2,1330
1,3,4,5,511,1,2,1331
9,6,0,5,510,1,1,1332
9,2,2,5,510,1,1,1333
5,5,3,5,511,1,1,1334
9,4,3,1,100,1,2,1335
9,6,0,4,409,NA,NA,1336
9,6,0,4,400,NA,NA,1337
1,6,0,7,708,1,2,1338
9,6,1,4,408,1,2,1339
9,6,1,7,705,1,1,1340
9,6,0,5,511,1,1,1341
1,2,1,7,703,1,1,1342
9,3,1,8,804,1,2,1343
5,6,0,6,602,1,2,1344
9,6,0,4,407,NA,NA,1345
5,5,3,5,511,1,2,1346
9,6,2,5,510,1,2,1347
1,2,2,3,305,1,1,1348
9,6,1,6,603,1,2,1349
9,2,1,5,511,1,2,1350
9,2,5,4,409,1,2,1351
9,3,2,6,603,1,2,1352
9,6,0,4,407,NA,NA,1353
9,5,1,4,409,1,1,1354
9,5,3,6,604,1,2,1355
5,6,0,6,604,1,1,1356
5,1,2,3,305,1,2,1357
5,6,0,5,510,NA,NA,1358
9,3,0,7,705,1,2,1359
5,2,3,6,604,1,2,1361
9,6,0,5,510,NA,NA,1362
9,3,0,6,603,1,1,1364
9,6,0,7,703,1,1,1365
9,2,1,5,511,1,2,1366
9,3,2,3,303,1,2,1367
1,2,4,7,708,1,2,1368
9,1,1,8,804,1,2,1369
9,2,5,4,406,1,2,1370
5,3,3,6,603,1,1,1371
9,6,1,6,603,1,2,1373
9,2,1,7,702,1,2,1374
5,6,0,6,603,1,1,1375
9,1,4,3,305,1,2,1376
9,2,5,4,407,1,1,1378
9,2,4,6,602,1,2,1379
5,3,1,7,705,1,2,1380
1,3,3,7,710,1,2,1381
9,5,2,4,409,1,2,1382
9,3,4,6,602,1,1,1383
9,6,0,7,704,1,2,1384
9,5,1,4,400,1,2,1385
9,6,0,5,511,1,2,1386
1,3,3,5,511,1,2,1387
5,3,2,7,705,1,1,1388
9,2,2,6,601,1,2,1389
9,6,3,3,305,1,2,1390
9,3,3,3,303,1,2,1392
9,2,1,7,710,1,2,1393
5,3,1,8,807,1,2,1394
9,6,0,6,602,1,2,1395
9,6,0,4,409,NA,NA,1396
9,1,2,5,511,1,2,1397
9,3,1,5,511,1,1,1398
9,2,1,3,305,1,1,1399
9,6,0,5,510,1,1,1400
9,3,2,7,705,1,2,1402
5,4,7,7,702,1,1,1403
9,1,1,3,305,1,1,1404
2,3,6,4,400,1,2,1405
9,3,5,3,301,1,2,1406
5,2,3,6,603,1,1,1407
5,2,1,5,511,1,2,1408
9,6,0,4,406,NA,NA,1409
9,6,0,4,406,NA,NA,1410
9,3,3,7,703,1,1,1412
9,6,0,5,511,1,2,1413
5,6,0,4,409,NA,NA,1414
1,4,8,4,406,1,1,1415
9,3,2,7,705,1,2,1416
9,2,3,5,511,1,2,1417
9,3,2,7,706,1,1,1418
5,1,0,7,710,1,2,1420
9,6,0,5,511,NA,NA,1421
9,6,0,5,510,NA,NA,1423
9,2,4,4,408,1,1,1424
9,2,2,7,705,1,2,1425
9,3,4,6,601,1,2,1426
9,3,1,7,708,1,2,1428
9,6,0,4,400,1,1,1429
9,3,1,7,710,1,2,1430
9,5,2,7,700,1,1,1431
9,5,2,5,511,1,2,1432
5,6,0,6,602,1,1,1433
9,2,0,5,511,1,2,1434
9,2,1,3,303,1,1,1435
9,2,2,6,603,1,2,1436
9,5,1,5,513,1,1,1437
9,4,2,5,510,1,2,1439
9,2,1,5,511,1,2,1440
9,1,0,7,705,1,2,1441
9,2,1,7,705,2,2,1444
9,2,1,5,511,1,2,1445
9,5,2,3,305,1,2,1446
9,5,4,5,511,1,1,1447
9,6,1,6,603,1,1,1448
9,2,1,7,705,1,2,1449
9,6,0,3,300,1,2,1450
9,6,0,4,407,NA,NA,1451
9,6,0,7,701,1,1,1452
9,6,2,5,512,1,2,1453
9,5,2,5,511,1,2,1454
9,2,1,3,303,1,1,1455
9,2,1,4,408,1,1,1456
9,5,3,3,302,1,2,1457
9,6,0,5,511,NA,NA,1458
5,2,2,5,511,1,1,1459
9,2,7,3,305,1,1,1461
9,6,3,6,601,1,2,1462
9,2,3,5,513,1,1,1463
1,3,1,3,305,1,2,1464
9,2,1,5,511,1,2,1465
9,6,0,6,601,1,1,1466
9,5,1,4,406,1,1,1467
9,6,0,5,511,1,2,1468
9,6,0,6,602,1,2,1469
9,3,3,7,703,1,2,1470
9,6,0,4,407,NA,NA,1471
9,6,0,7,702,1,1,1472
9,2,2,4,409,1,2,1473
9,2,3,3,305,1,1,1474
5,6,0,6,600,1,1,1475
9,5,3,3,305,1,1,1476
5,3,2,5,511,1,2,1477
9,5,3,4,406,1,1,1478
9,6,0,6,602,1,1,1479
9,2,4,4,406,1,2,1480
1,3,2,8,800,1,1,1482
9,6,0,4,408,NA,NA,1483
1,2,0,5,511,1,1,1484
5,6,0,7,710,1,2,1485
9,6,0,6,603,1,2,1486
9,6,0,7,708,3,2,1487
5,5,4,4,400,1,2,1488
9,3,3,5,510,1,1,1489
9,3,3,7,710,1,2,1490
9,1,0,4,409,1,1,1491
9,6,0,6,602,1,2,1492
5,2,2,3,302,1,2,1493
9,6,0,5,511,1,1,1494
9,1,1,4,409,1,2,1495
9,5,3,7,710,1,2,1496
5,6,0,8,801,1,2,1497
9,3,2,8,801,1,2,1498
9,6,1,7,705,1,2,1499
9,6,0,3,305,NA,NA,1500
9,6,0,7,705,1,2,1502
9,6,0,5,511,1,1,1503
5,6,0,3,305,NA,NA,1505
9,3,3,3,300,1,2,1506
9,5,0,7,705,1,1,1507
9,3,5,3,305,1,1,1508
5,3,2,5,512,1,1,1510
9,5,3,3,305,1,2,1511
9,3,2,5,511,1,2,1513
5,4,1,7,710,1,1,1514
9,4,1,5,511,1,2,1515
9,2,8,4,409,1,2,1516
9,5,2,5,513,1,2,1517
9,6,1,3,303,1,2,1519
9,1,1,5,511,1,2,1520
9,5,7,1,100,1,2,1521
5,2,2,5,511,1,2,1522
9,3,3,5,511,1,2,1523
5,6,0,6,602,1,1,1524
9,2,0,6,601,1,1,1525
9,6,0,7,705,1,1,1526
9,6,1,6,603,1,1,1528
5,6,1,7,705,1,2,1529
9,2,4,7,710,1,1,1530
9,3,5,5,512,1,1,1531
9,6,0,7,704,1,2,1532
9,6,0,4,406,NA,NA,1533
9,5,3,3,305,1,2,1534
5,5,1,5,511,1,1,1535
9,2,2,5,511,1,1,1536
9,5,1,4,406,1,1,1537
9,6,0,5,511,1,1,1539
9,5,2,3,305,1,1,1540
9,3,2,8,802,1,1,1541
9,6,1,6,602,1,2,1542
5,3,1,5,511,1,1,1543
5,6,0,5,511,1,1,1544
9,6,0,5,511,1,2,1545
9,3,2,7,702,1,2,1546
9,3,1,4,409,1,1,1547
9,6,0,6,603,1,1,1548
9,5,5,4,400,1,2,1550
9,2,2,5,510,1,1,1551
9,6,1,7,705,1,1,1552
9,2,2,5,511,1,2,1553
9,6,0,6,603,1,2,1554
9,6,2,5,511,1,2,1555
9,6,0,5,511,1,1,1556
9,5,0,6,600,1,1,1557
9,2,2,4,409,1,1,1558
9,1,2,5,511,1,2,1559
9,6,1,5,511,1,2,1560
9,6,0,4,409,NA,NA,1561
5,3,2,4,407,1,1,1562
1,6,0,6,602,1,2,1563
9,2,0,5,511,1,1,1564
9,2,2,5,511,1,1,1565
9,6,0,4,406,NA,NA,1566
5,3,3,5,511,1,2,1567
9,5,0,3,305,1,1,1568
5,6,0,4,406,NA,NA,1569
9,2,3,7,706,1,1,1570
9,6,0,6,602,1,1,1571
9,3,3,4,400,1,2,1572
9,5,2,5,513,1,2,1573
5,6,0,7,705,1,2,1574
9,6,4,4,409,1,2,1575
9,5,4,4,400,1,2,1576
9,6,0,3,305,1,1,1577
9,1,1,5,510,1,1,1578
9,6,0,5,510,NA,NA,1579
9,3,4,6,603,1,2,1580
9,1,2,6,602,1,2,1581
9,6,0,4,406,NA,NA,1582
5,6,0,7,710,1,1,1583
9,2,2,7,705,1,1,1584
9,6,0,6,601,1,2,1585
9,6,0,5,511,1,2,1586
1,5,1,5,511,1,2,1587
9,6,0,4,400,1,1,1589
5,6,1,7,710,1,2,1590
9,2,5,3,305,1,2,1591
5,1,1,5,512,1,2,1592
1,2,3,5,511,1,1,1593
9,2,4,4,406,1,1,1595
1,3,6,3,305,1,1,1596
9,6,0,4,409,NA,NA,1597
9,6,0,4,406,NA,NA,1598
9,2,2,4,407,1,1,1600
9,4,1,5,511,1,2,1601
9,6,0,4,409,1,2,1602
9,2,1,5,511,1,1,1603
9,3,2,5,511,1,2,1604
9,1,4,4,408,1,2,1606
9,2,1,8,806,1,2,1607
9,6,0,5,511,1,2,1608
9,2,9,3,305,1,1,1609
5,2,3,3,305,1,2,1610
9,6,1,7,701,1,2,1611
9,1,0,7,705,1,2,1612
9,5,5,3,304,1,2,1615
9,3,2,5,511,1,2,1616
9,2,4,5,511,1,1,1617
9,6,0,4,400,NA,NA,1618
9,5,4,4,408,1,2,1619
9,6,2,1,100,1,2,1620
1,6,0,4,409,1,1,1621
9,2,5,4,406,1,2,1622
9,2,2,5,511,1,2,1623
9,5,3,5,511,1,2,1624
5,3,2,3,305,1,2,1625
9,2,1,5,511,1,2,1626
9,6,0,5,511,1,2,1627
5,2,2,5,511,1,1,1628
9,2,1,5,511,1,2,1629
9,5,2,5,513,1,2,1630
5,6,0,6,603,1,2,1631
9,3,2,8,801,1,2,1632
5,2,5,1,100,1,1,1633
9,6,0,3,304,NA,NA,1634
5,2,1,5,512,1,2,1635
9,3,2,3,305,1,2,1636
9,3,1,7,705,1,2,1637
5,5,3,4,408,1,2,1638
1,3,1,5,511,1,2,1639
5,3,2,6,602,1,1,1640
5,6,1,5,511,1,2,1642
9,6,0,7,710,1,1,1643
9,2,5,3,302,1,2,1644
9,3,4,5,511,1,2,1645
9,4,2,3,305,1,2,1646
9,3,2,6,603,1,2,1647
9,5,3,3,305,1,1,1648
9,4,4,3,305,1,2,1649
5,6,0,4,407,NA,NA,1650
9,2,3,6,602,1,2,1651
5,6,0,3,305,1,2,1652
9,2,1,4,409,1,1,1653
9,2,2,5,513,1,2,1654
9,2,7,3,305,1,1,1655
9,2,2,4,409,1,2,1656
9,2,1,5,511,1,1,1657
9,2,2,3,305,1,2,1658
5,2,6,5,511,1,2,1659
5,5,1,8,801,1,2,1660
9,3,2,3,305,1,2,1661
9,2,2,4,406,1,2,1662
9,6,2,5,511,1,2,1663
9,6,0,7,705,1,2,1664
9,6,0,5,511,1,1,1666
9,1,1,6,602,1,2,1667
9,6,0,5,510,1,2,1668
9,6,0,7,703,1,2,1670
9,2,1,6,603,1,2,1671
9,6,0,5,511,1,1,1672
9,6,0,4,406,NA,NA,1673
9,2,0,6,602,1,1,1674
9,6,1,6,602,1,1,1676
9,3,1,3,304,1,2,1677
9,3,1,5,511,1,2,1678
9,6,0,4,407,NA,NA,1679
9,3,2,8,801,1,1,1680
5,2,3,4,407,1,2,1681
9,2,2,5,511,1,1,1682
9,6,0,3,304,1,1,1683
9,3,3,3,305,1,1,1684
1,2,2,5,511,1,1,1686
9,5,2,5,511,1,2,1687
9,5,1,6,602,1,2,1688
9,5,0,4,409,NA,NA,1689
1,5,3,6,600,1,2,1690
9,2,1,6,603,1,1,1691
9,5,2,5,511,1,2,1692
9,2,1,7,710,1,1,1693
9,6,1,5,510,1,1,1694
9,6,0,5,511,1,2,1695
9,2,3,3,304,1,1,1696
9,3,5,3,305,1,2,1697
5,2,2,6,603,1,2,1698
9,3,3,6,601,1,2,1699
1,5,4,1,100,1,2,1700
9,6,0,6,602,1,1,1701
9,3,4,4,407,1,2,1702
9,2,4,4,407,1,2,1703
1,2,5,1,100,1,1,1704
9,3,5,5,511,1,1,1705
9,3,2,7,705,1,1,1706
9,3,2,5,511,1,1,1707
9,5,2,3,302,1,2,1709
9,3,1,7,702,1,1,1710
9,2,1,5,511,1,2,1712
5,6,2,6,603,1,1,1713
9,2,2,5,511,1,2,1715
9,1,0,4,408,1,1,1716
1,2,1,7,705,1,1,1717
5,5,1,5,511,1,2,1719
9,6,0,5,511,NA,NA,1720
9,2,1,7,705,1,2,1721
9,2,0,6,602,1,2,1722
5,6,0,5,510,1,1,1723
9,6,2,5,511,1,1,1724
9,6,2,6,603,1,2,1725
9,3,2,8,806,1,2,1726
9,1,0,7,706,1,1,1727
1,6,0,4,407,NA,NA,1728
9,6,0,7,701,NA,NA,1729
5,5,3,5,511,1,2,1730
9,3,3,6,603,1,2,1731
9,2,4,6,601,1,2,1732
9,5,1,8,804,1,1,1733
9,6,0,7,705,1,1,1734
9,6,0,7,704,1,2,1735
9,6,0,7,704,1,1,1736
5,5,1,5,511,1,1,1737
9,3,1,5,511,1,1,1738
9,5,0,7,710,1,2,1739
9,5,2,7,702,1,2,1740
9,6,0,4,409,NA,NA,1741
9,6,0,5,511,NA,NA,1742
5,5,2,5,512,1,2,1743
5,3,3,3,305,1,1,1744
5,3,3,6,604,1,1,1745
1,4,4,7,710,1,2,1746
9,2,3,4,409,1,2,1747
9,6,0,8,802,1,1,1748
9,5,0,3,305,1,2,1749
9,5,1,6,603,1,2,1750
5,6,0,6,602,1,1,1751
9,2,1,6,604,1,2,1752
9,1,1,6,604,1,2,1753
9,5,2,6,601,1,2,1754
1,6,0,7,705,1,2,1756
9,6,3,4,400,1,2,1757
9,1,0,4,409,1,1,1758
9,2,1,5,510,1,2,1759
9,6,0,4,408,NA,NA,1760
9,3,4,4,408,1,2,1762
9,6,0,8,801,1,1,1763
9,3,2,5,511,1,2,1764
9,6,0,7,705,1,2,1765
9,2,3,5,511,1,2,1766
9,5,1,5,511,1,2,1767
9,6,0,8,801,1,1,1770
9,5,2,5,511,1,1,1771
9,5,1,3,305,1,1,1772
9,2,1,5,511,1,1,1773
9,3,2,5,511,1,1,1774
9,3,1,5,511,1,2,1775
9,4,5,3,305,1,2,1776
9,2,2,5,511,1,1,1777
9,5,3,4,406,1,2,1778
9,6,0,3,305,NA,NA,1779
5,6,6,3,303,1,2,1780
9,2,3,5,511,1,1,1782
9,6,0,4,408,NA,NA,1783
9,3,3,8,801,1,1,1784
9,5,0,6,604,1,2,1785
9,5,1,4,408,1,2,1786
5,3,1,8,802,1,1,1788
9,3,4,5,513,1,1,1789
9,1,1,4,408,1,2,1790
9,6,1,5,511,1,2,1791
9,3,2,3,305,1,1,1792
9,6,0,3,305,NA,NA,1793
5,1,2,6,603,1,1,1794
9,6,0,4,406,NA,NA,1795
1,6,0,7,703,1,1,1796
9,2,1,5,511,1,1,1798
9,5,2,7,707,1,2,1799
9,3,1,6,602,1,2,1800
9,6,0,5,511,1,1,1801
9,6,1,6,602,1,1,1802
9,6,1,5,510,1,1,1803
9,2,5,3,305,1,2,1804
9,6,0,5,511,NA,NA,1805
9,1,2,7,706,1,2,1806
9,5,3,6,602,1,2,1807
1,2,0,3,305,1,1,1808
1,3,1,7,705,1,2,1809
9,6,1,6,603,1,2,1810
9,3,2,3,302,1,1,1811
9,2,4,6,602,1,1,1812
9,6,0,7,702,1,1,1813
9,6,0,8,812,1,2,1814
9,2,2,3,305,1,1,1815
9,3,2,5,511,1,2,1817
5,5,2,5,511,1,1,1818
5,5,1,7,705,1,2,1819
9,6,0,4,409,1,1,1820
9,2,3,7,705,1,1,1822
5,5,4,6,602,1,2,1823
9,3,3,3,305,1,1,1824
9,6,0,4,400,1,1,1825
9,6,0,7,704,1,2,1826
9,6,0,7,705,1,2,1827
9,1,3,5,511,1,2,1828
9,3,0,8,800,1,1,1829
9,2,2,6,603,1,1,1830
9,5,0,3,305,1,1,1832
9,6,0,4,408,NA,NA,1833
