"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO"
"99001",1,1,1,3,54099
"99001",1,1,1,4,54127
"99001",1,1,1,2,54135
"99001",1,1,1,3,54158
"99001",1,1,1,6,54208
"99001",1,1,1,2,54216
"99001",2,1,1,3,54218
"99001",1,1,1,5,54227
"99001",1,1,1,1,54246
"99001",1,1,1,2,54249
"99001",1,1,1,4,54262
"99001",1,1,1,3,54281
"99001",1,1,1,10,54304
"99001",1,2,NA,4,54351
"99001",1,2,NA,2,54429
"99001",1,2,NA,1,54439
"99001",1,2,NA,5,54451
"99773",1,1,1,2,54460
"99001",1,2,NA,2,54474
"99773",1,1,1,1,54485
"99773",1,1,1,3,54506
"99773",1,1,1,2,54509
"99001",1,1,1,4,54516
"99001",1,1,1,1,54518
"99773",1,1,1,2,54527
"99001",1,1,1,4,54533
"99001",1,1,1,2,54534
"99773",1,1,1,3,54539
"99001",1,1,1,5,54545
"99001",1,1,1,1,54567
"99773",1,1,1,4,54572
"99773",1,1,1,3,54579
"99773",1,1,1,1,54597
"99773",1,1,1,6,54599
"99773",1,1,1,1,54609
"99001",1,1,1,3,54615
"99773",1,1,1,4,54617
"99773",1,1,1,3,54622
"99773",1,1,1,7,54633
"99773",1,1,1,4,54641
"99773",1,1,1,1,54646
"99001",1,1,1,2,54653
"99773",1,1,1,4,54666
"99773",1,1,1,6,54668
"99773",1,1,1,1,54677
"99773",1,1,1,4,54679
"99001",1,1,1,1,54682
"99773",1,1,1,5,54690
"99773",1,1,1,1,54692
"99773",1,1,1,3,54706
"99773",1,1,1,7,54711
"99773",1,1,1,3,54717
"99001",1,1,1,5,54729
"99773",1,1,1,6,54736
"99773",1,1,1,8,54741
"99773",1,1,1,5,54762
"99773",1,1,1,8,54773
"99773",1,1,1,4,54774
"99001",1,1,1,2,54775
"99773",1,1,1,4,54777
"99773",1,1,1,2,54783
"99001",1,1,1,2,54795
"99773",1,1,1,6,54797
"99773",1,1,1,10,54806
"99773",1,1,1,4,54812
"99773",2,1,1,2,54817
"99001",1,1,1,3,54824
"99773",1,1,1,1,54825
"99773",1,1,1,4,54826
"99001",1,1,1,2,54828
"99773",1,1,1,4,54829
"99001",1,1,1,1,54830
"99001",1,1,1,4,54831
"99773",1,1,1,1,54832
"99001",1,1,1,6,54833
"99773",1,1,1,4,54834
"99001",1,1,1,2,54835
"99773",1,1,1,1,54836
"99001",1,1,1,1,54837
"99773",1,1,1,2,54912
"99773",1,1,1,3,54933
"99773",1,1,1,5,54983
"99773",1,1,1,2,54989
"99773",1,1,1,7,55007
"99773",1,1,1,2,55021
"99773",1,1,1,5,55027
"99773",1,1,1,2,55033
"99773",1,1,1,2,55040
"99773",1,1,1,7,55043
"99773",1,1,1,4,55046
"99773",1,1,1,1,55050
"99773",1,1,1,2,55066
"99001",1,1,1,1,55081
"99773",1,1,1,1,55083
"99773",1,1,1,1,55098
"99773",1,1,1,1,55113
"99773",1,1,1,2,55131
"99773",1,1,1,5,55158
"99773",2,1,1,4,55190
"99773",1,1,1,4,55221
"99773",1,1,1,1,55593
"99773",2,1,1,1,55607
"99001",1,1,1,5,55624
"99001",1,1,1,2,55639
"99773",1,1,1,4,55684
"99001",2,1,1,2,55686
"99001",1,1,1,3,55694
"99773",2,1,1,2,55730
"99001",1,1,1,2,55736
"99773",1,1,1,1,55742
"99773",1,1,1,2,55764
"99773",1,1,1,1,55798
"99773",2,1,1,3,55799
"99773",1,1,1,5,55820
"99773",1,1,1,7,55845
"99001",1,1,1,3,55848
"99773",1,1,1,1,55849
"99773",1,1,1,4,55879
"99773",1,1,1,4,55885
"99773",1,1,1,2,55908
"99773",1,1,1,4,55912
"99773",1,1,1,3,55918
"99773",1,1,1,6,55935
"99773",1,1,1,3,55942
"99773",1,1,1,1,56183
"99773",1,1,1,4,56190
"99773",1,1,1,1,56219
"99773",1,1,1,6,56222
"99773",1,1,1,6,56224
"99773",1,1,1,5,56237
"99773",1,1,1,2,56252
"99773",1,1,1,5,56264
"99773",1,1,1,3,56282
"99773",1,1,1,4,56288
"99773",1,1,1,5,56308
"99773",1,1,1,3,56314
"99773",1,1,1,2,56316
"99773",1,1,1,3,56339
"99773",1,1,1,2,56341
"99773",1,1,1,5,56343
"99773",1,1,1,4,56349
"99773",1,1,1,6,56362
"99773",1,1,1,1,56364
"99773",1,1,1,2,56377
"99773",1,1,1,1,56398
"99773",1,1,1,8,56399
"99773",1,1,1,3,56408
"99773",1,1,1,2,56430
"99773",1,1,1,6,56457
"99773",1,1,1,2,56462
"99773",1,1,1,2,56474
"99773",1,1,1,2,56506
"99773",1,1,1,2,56509
"99773",1,1,1,5,56702
"99773",1,1,1,1,57317
"99773",1,1,1,1,57320
"99773",1,1,1,2,57325
"99773",1,1,1,3,57329
"99773",1,1,1,2,57330
"99773",1,1,1,1,57333
"99773",1,1,1,2,57335
"99773",1,1,1,4,57343
"99773",1,1,1,2,57351
"99773",1,1,1,1,57354
"99001",1,1,1,4,57388
