"Depmuni","TIPO","SERVICIO","ESTRATO","TOTAL_PERSONAS","DIRECTORIO"
"52001",2,1,3,2,29155
"52001",1,1,2,6,29192
"52001",1,1,2,4,29206
"52001",1,1,1,7,29257
"52001",2,1,3,2,29263
"52001",1,1,1,3,29289
"52001",2,1,1,4,29300
"52001",1,1,2,2,29319
"52001",2,1,3,4,29347
"52001",2,1,3,1,29374
"52001",2,1,2,2,29383
"52001",2,1,3,4,29409
"52001",1,1,1,4,29423
"52001",2,1,3,1,29460
"52001",1,1,3,2,29462
"52001",1,1,4,4,29486
"52001",1,1,3,4,29498
"52001",1,1,3,2,29508
"52001",1,1,3,1,29606
"52001",1,1,4,3,29630
"52001",2,1,2,2,29866
"52001",1,1,1,4,29898
"52001",1,1,1,7,30065
"52001",2,1,2,3,30591
"52001",3,1,2,1,30645
"52001",1,1,2,2,30669
"52001",1,1,2,3,30677
"52001",2,1,2,2,30699
"52001",2,1,2,5,30703
"52001",1,1,2,4,30725
